tconst,tmdb_id,title,primaryTitle,genres,averageRating,numVotes
tt0088122,28831,The Sinister Doctor Orloff,El siniestro doctor Orloff,Horror,4.9,182.0
tt0088557,576477,Lugosi: The Forgotten King,Lugosi: The Forgotten King,"Biography, Documentary",7.0,58.0
tt0088780,30831,The Beauties and the Beast,The Beast and the Vixens,"Adventure, Comedy, Crime",3.7,249.0
tt0089037,86672,Don't Mess with My Sister!,Don't Mess with My Sister!,"Action, Drama",3.8,304.0
tt0089122,49237,Fair Game,Fair Game,"Action, Adventure, Thriller",5.9,2134.0
tt0089254,28128,Hard Rock Zombies,Hard Rock Zombies,"Comedy, Horror, Music",4.5,1977.0
tt0089280,31245,Hobgoblins,Hobgoblins,"Comedy, Horror, Sci-Fi",2.3,12960.0
tt0089299,85006,Horror House on Highway Five,Horror House on Highway Five,"Comedy, Horror",3.8,692.0
tt0089392,98081,Junior,Junior,"Comedy, Horror, Thriller",4.6,404.0
tt0089686,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street 2: Freddy's Revenge,Horror,5.5,86034.0
tt0090093,40042,Thou Shalt Not Kill... Except,Thou Shalt Not Kill... Except,"Action, Adventure, Horror",5.6,1097.0
tt0090196,25133,Transylvania 6-5000,Transylvania 6-5000,"Comedy, Fantasy, Horror",5.0,9212.0
tt0090327,17994,Witchboard,Witchboard,"Horror, Mystery, Thriller",5.7,9463.0
tt0090788,30879,Body Count,Body Count,"Horror, Mystery",4.8,3008.0
tt0091080,10225,Jason Lives - Friday the 13th Part VI,Friday the 13th Part VI: Jason Lives,"Horror, Thriller",6.0,57282.0
tt0091292,98164,Magic Story,Magic Story,"Comedy, Fantasy, Horror",5.8,64.0
tt0091343,48660,The Kindred,The Kindred,"Horror, Sci-Fi, Thriller",5.7,3163.0
tt0091511,201325,Menu Total,Menu total,"Comedy, Horror, Thriller",5.1,293.0
tt0091631,119592,Nightmare Weekend,Nightmare Weekend,"Horror, Sci-Fi",3.6,1445.0
tt0091904,186371,Idiots' Battle,Idiots' Battle,,5.8,53.0
tt0091990,40760,Sorority House Massacre,Sorority House Massacre,Horror,4.4,4626.0
tt0092625,104532,Birds of Prey,Beaks: The Movie,"Horror, Thriller",3.7,982.0
tt0092677,89394,Blue Monkey,Blue Monkey,"Horror, Sci-Fi",4.8,1708.0
tt0093452,85155,Lunch Meat,Lunch Meat,Horror,4.3,338.0
tt0093677,20115,Opera,Opera,"Crime, Horror, Mystery",6.9,21709.0
tt0093740,138448,Night Caller,Night Caller,"Crime, Horror, Mystery",5.2,86.0
tt0094262,28851,Video Violence,Video Violence,,5.4,1152.0
tt0094268,1148988,Vikings Go Pumping,Vikings Go Pumping,,7.2,6.0
tt0094607,168859,Accidents,Accidents,"Action, Sci-Fi, Thriller",4.6,208.0
tt0094693,124046,B.O.R.N.,B.O.R.N.,"Horror, Thriller",4.2,271.0
tt0095163,228552,The Curse,Der Fluch,"Mystery, Thriller",6.5,170.0
tt0095473,112427,The Moonlight Sonata,The Moonlight Sonata,"Comedy, Horror, Thriller",6.2,1104.0
tt0095617,181738,The Haunted Cop Shop II,The Haunted Cop Shop II,"Action, Comedy, Horror",5.5,236.0
tt0095737,84600,The Night of the Living Duck,The Night of the Living Duck,,6.5,516.0
tt0095952,30880,Dial: Help,Dial Help,"Horror, Mystery",4.7,638.0
tt0096287,113159,Top Line,Top Line,"Action, Adventure, Sci-Fi",4.7,572.0
tt0096335,251439,The Understudy: Graveyard Shift II,Graveyard Shift II,Horror,3.8,219.0
tt0096474,173116,Ghost Nursing,Ghost Nursing,Horror,5.7,184.0
tt0096889,27648,The Banker,The Banker,"Crime, Horror, Thriller",4.9,926.0
tt0096891,62736,Baoh: The Visitor,Baoh: The Visitor,,6.3,1053.0
tt0097031,85172,Cemetery High,Cemetery High,"Action, Comedy, Crime",3.1,510.0
tt0097263,91683,Edge of Sanity,Edge of Sanity,"Drama, Horror, Thriller",5.4,2077.0
tt0097795,189322,The Black Moon,The Black Moon,,5.8,135.0
tt0097932,252296,Murder by Night,Murder by Night,"Mystery, Thriller",5.4,214.0
tt0097969,53428,Nick Knight,Nick Knight,"Crime, Fantasy, Horror",6.1,674.0
tt0098270,251368,Scream Dream,Scream Dream,,3.5,178.0
tt0098410,117560,Sukkubus,Sukkubus,"Drama, Fantasy, Horror",6.0,526.0
tt0098412,16159,Sundown: The Vampire in Retreat,Sundown: The Vampire in Retreat,"Comedy, Horror, Western",6.0,4173.0
tt0098639,163554,A Whisper to a Scream,A Whisper to a Scream,"Crime, Thriller",4.1,72.0
tt0099173,5898,Brain Dead,Brain Dead,"Horror, Mystery, Sci-Fi",5.8,6393.0
tt0099361,320175,Dark Romances Vol. 1,Dark Romances Vol. 1,,5.9,65.0
tt0099376,128787,Dead Sleep,Dead Sleep,"Mystery, Thriller",4.7,381.0
tt0099381,128188,Deadly Manor,Deadly Manor,Horror,4.7,1538.0
tt0099603,283627,The Forgotten Wells,The Forgotten Wells,"Horror, Thriller",3.0,115.0
tt0099697,19158,Graveyard Shift,Graveyard Shift,Horror,5.0,14166.0
tt0099722,104684,Guys in Ghost's Hand,Guys in Ghost's Hand,"Adventure, Horror",5.4,21.0
tt0099740,11309,Hardware,Hardware,"Horror, Sci-Fi, Thriller",6.0,17902.0
tt0099743,29905,The Haunting of Morella,The Haunting of Morella,"Horror, Romance, Thriller",4.5,1163.0
tt0099763,10692,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,"Biography, Crime, Drama",7.0,44326.0
tt0099871,2291,Jacob's Ladder,Jacob's Ladder,"Drama, Horror, Mystery",7.4,128871.0
tt0099881,67345,Mr Vampire Saga 4,Mr. Vampire Saga IV,"Action, Comedy, Horror",6.3,718.0
tt0100108,28454,Cthulhu Mansion,Cthulhu Mansion,Horror,4.1,1110.0
tt0100260,20481,Nightbreed,Nightbreed,"Action, Fantasy, Horror",6.5,28963.0
tt0100430,98142,Psychic,The Psychic,"Horror, Thriller",5.1,424.0
tt0100586,58200,Shadowzone,Shadowzone,"Horror, Sci-Fi",5.0,1795.0
tt0100888,128917,Voodoo Dawn,Voodoo Dawn,Horror,3.5,300.0
tt0101627,12702,Critters 3,Critters 3,"Comedy, Horror, Sci-Fi",4.5,14415.0
tt0102394,169836,A Demon in My View,A Demon in My View,"Horror, Thriller",4.7,321.0
tt0102783,131974,Revenge of Billy the Kid,Revenge of Billy the Kid,"Comedy, Fantasy, Horror",5.4,471.0
tt0102848,24331,Scanners II: The New Order,Scanners II: The New Order,"Action, Horror, Sci-Fi",5.3,4200.0
tt0102910,40208,Shock 'Em Dead,Shock 'Em Dead,"Horror, Music, Thriller",4.9,1540.0
tt0102965,331212,Speak of the Devil,Speak of the Devil,"Comedy, Horror",4.0,136.0
tt0103096,360257,To Save a Child,To Save a Child,"Drama, Horror, Thriller",4.7,75.0
tt0103299,66014,Devil's Vendetta,Devil's Vendetta,"Action, Comedy, Fantasy",6.4,107.0
tt0103336,192186,Zombie 90: Extreme Pestilence,Zombie '90: Extreme Pestilence,"Horror, Sci-Fi",3.4,741.0
tt0103743,39857,The Untold Story,The Eight Immortals Restaurant: The Untold Story,"Comedy, Crime, Horror",6.8,5270.0
tt0103873,763,Braindead,Braindead,"Comedy, Fantasy, Horror",7.4,109645.0
tt0103956,11187,Child's Play 3,Child's Play 3,"Horror, Thriller",5.2,51153.0
tt0104049,22468,The Presence,The Presence,"Adventure, Horror",4.7,494.0
tt0105217,13937,Raising Cain,Raising Cain,"Crime, Drama, Horror",6.1,19087.0
tt0105459,13006,Split Second,Split Second,"Action, Crime, Horror",6.0,18579.0
tt0105565,115227,Terror 2000,Terror 2000 - Intensivstation Deutschland,"Comedy, Horror",5.8,559.0
tt0106450,22455,Body Melt,Body Melt,"Comedy, Horror, Sci-Fi",5.3,4387.0
tt0106698,124668,The Chill Factor,The Chill Factor,Horror,4.1,932.0
tt0106718,262832,Die Watching,Die Watching,"Horror, Romance, Thriller",4.3,323.0
tt0107681,30753,Night Owl,Night Owl,"Crime, Drama, Horror",5.1,296.0
tt0108263,25730,The Vampire Wedding,The Vampire Wedding,"Adventure, Comedy, Fantasy",5.7,209.0
tt0108578,177901,Witchcraft V: Dance with the Devil,Witchcraft V: Dance with the Devil,,3.3,447.0
tt0108638,258612,Moonlight Boy,Moonlight Boy,Horror,7.0,49.0
tt0109826,153490,The Force,The Force,,4.6,299.0
tt0110022,68163,The Hidden II,The Hidden II,"Crime, Horror, Sci-Fi",3.2,1690.0
tt0110425,197537,The Machine,La machine,"Horror, Sci-Fi, Thriller",5.4,782.0
tt0111003,25557,The Puppet Masters,The Puppet Masters,"Horror, Sci-Fi, Thriller",5.9,10494.0
tt0111276,291625,Stalked,Stalked,"Crime, Horror, Thriller",5.2,264.0
tt0111679,315151,Hello! Who Is It?,Hello! Who Is It?!,Horror,5.0,34.0
tt0112288,34996,The Addiction,The Addiction,"Drama, Horror",6.5,12957.0
tt0112318,29938,Alien Escape,Galaxy Girls,Sci-Fi,5.3,127.0
tt0112594,222858,A Bucket of Blood,A Bucket of Blood,"Comedy, Horror, Thriller",4.8,560.0
tt0112625,10824,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh,"Horror, Thriller",5.3,15835.0
tt0113106,533182,Frankenstein's Planet of Monsters!,Frankenstein's Planet of Monsters!,Sci-Fi,5.0,45.0
tt0113609,237015,Last Gasp,Last Gasp,"Horror, Thriller",4.7,1122.0
tt0114167,354485,The Possession of Michael D.,The Possession of Michael D.,"Drama, Horror, Thriller",5.1,244.0
tt0114473,98640,Sleepstalker,Sleepstalker,,4.7,1320.0
tt0114872,69853,Voodoo,Voodoo,"Horror, Thriller",4.6,773.0
tt0115885,25750,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering,,4.3,5903.0
tt0115963,9100,The Craft,The Craft,"Drama, Fantasy, Horror",6.5,120030.0
tt0116033,19002,Darkman III: Die Darkman Die,Darkman III: Die Darkman Die,,4.8,4630.0
tt0116503,61909,Head of the Family,Head of the Family,"Comedy, Horror",5.4,3128.0
tt0116654,9306,The Island of Dr. Moreau,The Island of Dr. Moreau,"Horror, Sci-Fi, Thriller",4.6,38105.0
tt0116671,27318,Jack Frost,Jack Frost,,4.7,12031.0
tt0116861,19287,Leprechaun 4: In Space,Leprechaun 4: In Space,,3.6,9941.0
tt0117140,33424,Backstabbed,Mørkeleg,Horror,4.8,666.0
tt0117549,27766,Santa Claws,Santa Claws,Horror,3.2,1028.0
tt0117658,39434,The Stendhal Syndrome,The Stendhal Syndrome,"Horror, Mystery, Thriller",6.0,9916.0
tt0117692,27770,Sometimes They Come Back... Again,Sometimes They Come Back... Again,,4.3,4289.0
tt0117826,9431,Bordello of Blood,Bordello of Blood,"Comedy, Fantasy, Horror",5.4,16914.0
tt0118200,44587,X: The Movie,X: The Movie,"Action, Animation, Fantasy",6.1,2978.0
tt0118538,141888,24 Hrs Ghost Story,24 Hours Ghost Story,"Comedy, Horror",5.4,61.0
tt0118615,9360,Anaconda,Anaconda,"Action, Adventure, Horror",5.0,125036.0
tt0118828,288123,Catherine's Grove,Catherine's Grove,"Crime, Drama, Mystery",4.6,228.0
tt0118916,607653,Daily Chicken,Daily Chicken,Horror,,
tt0118945,535580,A Deadly Vision,A Deadly Vision,"Drama, Mystery, Thriller",5.2,364.0
tt0118951,19604,Decampitated,Decampitated,"Comedy, Horror",4.5,918.0
tt0119194,37793,Ghosts,Ghosts,,7.5,6304.0
tt0119227,9092,Snow White: A Tale of Terror,Snow White: A Tale of Terror,"Adventure, Fantasy, Horror",6.1,12198.0
tt0119243,59309,Habitat,Habitat,Sci-Fi,4.7,1029.0
tt0119984,348572,Ravager,Ravager,"Horror, Sci-Fi",4.3,597.0
tt0120000,1161995,Reflecment,Reflecment,,6.9,48.0
tt0120495,268716,The Westing Game,The Westing Game,"Family, Horror, Mystery",5.2,620.0
tt0121463,451050,Ghost in Me,Lao you gui shang shen,"Comedy, Horror",4.6,26.0
tt0121500,438815,Linnaisten vihreä kamari,The Green Chamber of Linnais,"Comedy, Drama, Fantasy",6.2,200.0
tt0122013,25742,Cannibal Mercenary,The Mercenary,"Action, Adventure, Horror",5.2,225.0
tt0122035,1007334,Daughter of Devil Fish,Daughter of the Devilfish,\N,2.8,19.0
tt0122263,1070373,The Tragedy Came From Vietnam,South Seas Blood Letter,\N,,
tt0122506,488682,A Game for Eveline,Un gioco per Eveline,"Drama, Horror, Mystery",5.5,66.0
tt0122710,193335,Shopping for Fangs,Shopping for Fangs,Drama,5.9,269.0
tt0124014,40451,The Mutilator,The Mutilator,"Drama, Horror, Thriller",5.2,6945.0
tt0125275,28228,The Jekyll and Hyde Portfolio,The Jekyll and Hyde Portfolio,"Horror, Mystery",3.9,160.0
tt0126527,47827,A Night to Dismember,A Night to Dismember,Horror,3.5,928.0
tt0127278,597193,Shakespeare's Plan 12 from Outer Space,Shakespeare's Plan 12 from Outer Space,"Comedy, Fantasy, Horror",6.0,36.0
tt0127633,295157,Kuolema käy kuusi beessä,The Grandma from Hell,"Comedy, Horror",4.4,69.0
tt0128157,77851,The Dead Father,The Dead Father,,6.4,334.0
tt0128221,30459,Who's Afraid of Dracula?,Fracchia Vs. Dracula,"Comedy, Fantasy, Horror",5.8,1439.0
tt0128275,121519,"I'm a Zombie, You're a Zombie, She's a Zombie","Io zombo, tu zombi, lei zomba","Comedy, Horror",4.7,158.0
tt0128328,746139,The Hands of a Single Woman,Le mani di una donna sola,"Mystery, Thriller",4.1,35.0
tt0128343,446485,Guilty Pleasures,Guilty Pleasures,,6.0,60.0
tt0128673,139543,Inside Amy,Inside Amy,"Crime, Drama, Horror",4.6,196.0
tt0129163,253862,Inhumanoids: The Movie,Inhumanoids: The Movie,,7.1,150.0
tt0129358,181628,Search for the Beast,Search for the Beast,Horror,1.8,180.0
tt0129797,173095,The Brides Wore Blood,The Brides Wore Blood,"Drama, Fantasy, Horror",3.8,274.0
tt0130002,2958,The Love Tragedy of the Homunculus,"Homunculus, 3. Teil - Die Liebeskomödie des Homunculus",\N,6.7,19.0
tt0130004,2961,The Destruction of Mankind,"Homunculus, 5. Teil - Die Vernichtung der Menschheit",\N,6.7,21.0
tt0130005,2962,The End of the Homunculus,"Homunculus, 6. Teil - Das Ende des Homunculus","Drama, Sci-Fi",6.7,24.0
tt0130637,92319,Dream No Evil,Dream No Evil,"Drama, Horror, Mystery",4.9,741.0
tt0134457,44930,The House of Lost Souls,House of Lost Souls,Horror,5.3,441.0
tt0136898,1422993,Fear in the Forest,Fear in the Forest,,,
tt0137706,95002,The Girl With Hungry Eyes,The Girl with the Hungry Eyes,"Drama, Horror",4.7,114.0
tt0140385,661352,Mondo Cane 2000 -The Incredible,Mondo cane 2000 - L'incredibile,"Documentary, Horror",3.5,95.0
tt0140697,203025,Witchcraft X: Mistress of the Craft,Witchcraft X: Mistress of the Craft,,2.1,494.0
tt0140945,203963,Death Scenes,Death Scenes,,4.9,248.0
tt0141831,102442,Skeleton Frolic,Skeleton Frolic,,6.9,358.0
tt0142249,39145,Dragon Ball: Sleeping Princess in Devil's Castle,Dragon Ball: Sleeping Princess in Devil's Castle,"Action, Adventure, Animation",6.5,3477.0
tt0142257,39986,Horrors of Malformed Men,Horrors of Malformed Men,Horror,6.4,2221.0
tt0144115,150340,Boo,Boo,,5.0,830.0
tt0144322,202357,The Exotic Ones,The Exotic Ones,"Action, Comedy, Horror",5.4,192.0
tt0146833,526766,The Great Fear,The Great Fear,,7.1,67.0
tt0149538,319298,Ultra Q The Movie: Legend of the Stars,Urutora Q za mûbi: Hoshi no densetsu,"Adventure, Sci-Fi",6.6,101.0
tt0150222,120225,Crime of Crimes,Crime of Crimes,"Action, Crime, Drama",5.2,57.0
tt0152169,724162,Regeneration,Regeneration,"Comedy, Horror",5.6,20.0
tt0155306,93770,Savage Man Savage Beast,Savage Man Savage Beast,"Adventure, Documentary, Drama",5.4,428.0
tt0155510,493498,Attack of the Flesh Devouring Space Worms from Space,Attack of the Flesh Devouring Space Worms from Space,,4.9,47.0
tt0156706,65588,Killing Birds,Zombie 5: Killing Birds,"Horror, Mystery",3.6,2120.0
tt0157254,196035,10/65: Self-Mutilation,10/65: Self-Mutilation,,6.2,318.0
tt0157465,572076,Shock Rock,Cinofrenic,Horror,4.3,15.0
tt0159603,55069,The Delivery,The Delivery,"Action, Adventure, Comedy",5.1,767.0
tt0160056,418805,The Black Stork,The Black Stork,Drama,4.0,51.0
tt0161635,36073,Guinea Pig Part 2: Flower of Flesh and Blood,Guinea Pig Part 2: Flower of Flesh and Blood,,4.8,4998.0
tt0161976,41307,The Sign of Death,The Sign of Death,"Drama, Horror, Mystery",5.8,163.0
tt0162945,28624,Embrace the Darkness,Embrace the Darkness,"Drama, Horror",3.4,731.0
tt0165297,36228,Genesis,Genesis,,7.0,1923.0
tt0165872,385075,The Mark of Dracula,The Mark of Dracula,,4.3,42.0
tt0166345,344523,Sexy proibitissimo,Proibitissimo,"Documentary, Fantasy",5.2,35.0
tt0166370,36224,Subconscious Cruelty,Subconscious Cruelty,"Fantasy, Horror",4.8,2251.0
tt0166808,56653,Sombre,Sombre,"Drama, Horror",5.9,2065.0
tt0170011,169918,Death at an Old Mansion,Death at an Old Mansion,"Crime, Drama, Horror",6.2,212.0
tt0173635,86615,Amazing World of Ghosts,Amazing World of Ghosts,Documentary,5.8,62.0
tt0173866,84375,Frozen Scream,Frozen Scream,Horror,2.9,741.0
tt0174571,422734,Cursed Village in Yudono Mountains,Yudono-sanroku noroi mura,Mystery,4.6,28.0
tt0176047,260604,The Touch,Prikosnoveniye,"Horror, Thriller",6.4,999.0
tt0178351,85140,Knife Under the Throat,Knife Under the Throat,"Crime, Horror, Thriller",4.6,402.0
tt0178717,604879,The Trap,The Trap,,6.0,28.0
tt0180942,269174,Full Moon Over Belgrade,Full Moon Over Belgrade,"Comedy, Drama, Horror",5.9,295.0
tt0182525,499995,W.S.H.: The Myth of the Urban Myth,W.S.H.,Drama,6.3,29.0
tt0183071,220618,Fatal Images,Fatal Images,"Mystery, Thriller",4.9,101.0
tt0183575,138875,Undying Love,Undying Love,Horror,3.3,189.0
tt0184941,417025,Theater Dark Video Magazine,Theater Dark Video Magazine,Documentary,7.6,19.0
tt0185156,488017,And the Bones Came Together,And the Bones Came Together,,6.6,49.0
tt0185675,450421,Spooky Kookies,Shen tai mao,"Comedy, Horror",5.1,18.0
tt0185937,2667,The Blair Witch Project,The Blair Witch Project,"Horror, Mystery",6.5,316159.0
tt0186192,317578,Haplos,The House in the Woods,"Drama, Horror, Romance",6.3,98.0
tt0186658,188813,The Untold Story 2,The Untold Story 2,"Crime, Horror",5.7,561.0
tt0187154,484787,El hombre que amé,El hombre que amé,Drama,7.5,14.0
tt0187511,1317077,The Shadow on the Wall,The Shadow on the Wall,,5.2,20.0
tt0188055,5247,Mercy,Mercy,"Mystery, Thriller",5.3,2588.0
tt0188172,426001,The Ghostly Rental,La redevance du fantôme,Fantasy,6.8,69.0
tt0188421,59363,Stille Nacht II: Are We Still Married?,Stille Nacht II: Are We Still Married?,,7.0,759.0
tt0189170,410818,Vampire's Dream,Vampire's Dream,"Comedy, Horror",4.7,12.0
tt0190541,91228,Dirty Cop No Donut,Dirty Cop No Donut,,4.9,242.0
tt0191176,264251,Headcrusher,Headcrusher,Horror,3.5,226.0
tt0191208,147619,Jeca vs. the Devil,O Jeca Contra o Capeta,"Comedy, Drama, Horror",6.5,136.0
tt0196388,5161,Blood of the Undead: The Unwanted,Blood of the Undead: The Unwanted,,1.0,63.0
tt0197765,180886,Phantom Town,Phantom Town,,4.7,437.0
tt0198503,456169,Galería del terror,The Horror Show Must Go On,"Comedy, Horror",4.2,170.0
tt0199148,67339,Kung Fu Zombie,Kung Fu Zombie,"Action, Comedy, Horror",5.3,567.0
tt0199389,30780,Cabin by the Lake,Cabin by the Lake,"Horror, Thriller",5.6,2631.0
tt0202233,67382,Anthropophagous 2000,Anthropophagous 2000,"Horror, Thriller",3.6,496.0
tt0203234,1069706,Ghost Ship Part 2,Ghost Ship Part 1,"Adventure, Fantasy, Horror",6.8,25.0
tt0206563,239815,Ascension of the Demonoids,Ascension of the Demonoids,"Horror, Sci-Fi",6.6,73.0
tt0206754,425718,Foes,Foes,Sci-Fi,5.8,219.0
tt0207342,695183,Black Heart,Black Heart,Horror,5.4,13.0
tt0208592,1248642,Tales of the Bizarre: 1997 Spring Special,Yonimo kimyô na monogatari: '97 haru no tokubetsu hen,Horror,7.0,20.0
tt0210195,887627,Not with a Bang,Not with a Bang,Horror,5.2,20.0
tt0211247,450703,Beware the Black Widow,Beware the Black Widow,"Crime, Horror",4.8,143.0
tt0211448,1294238,Revenge of a Beautiful Ghost,Jin ye zi,\N,,
tt0211577,79080,Presence of Mind,Presence of Mind,"Drama, Horror, Thriller",5.3,847.0
tt0212141,342757,The Eyes Have It,The Eyes Have It,,7.1,285.0
tt0212277,48147,Frost: Portrait of a Vampire,Frost: Portrait of a Vampire,,2.4,385.0
tt0212442,499395,Possession,Possession,,6.7,367.0
tt0215648,654718,The Commune,The Commune,\N,,
tt0215669,422399,O Coronel e o Lobisomem,The Colonel and the Werewolf,Adventure,5.2,27.0
tt0216035,479367,The Night of the Headless Horseman,The Night of the Headless Horseman,"Animation, Horror",4.8,351.0
tt0216553,109159,The Ash Tree,The Ash Tree,,6.4,938.0
tt0216679,440698,The Degenerates,The Degenerates,"Sci-Fi, Thriller",6.0,56.0
tt0218824,290537,The Asylum,The Asylum,"Drama, Horror, Thriller",4.2,164.0
tt0219096,89143,In the Woods,In the Woods,Horror,2.4,879.0
tt0220138,445782,Vampires of Sorority Row,Vampires of Sorority Row,"Comedy, Horror",3.1,79.0
tt0220218,97187,Cyber City Oedo 808,Cyber City Oedo 808,,7.5,2840.0
tt0220653,215280,Billy Badd,Motor Psycho,"Action, Horror, Thriller",4.2,144.0
tt0222480,770041,Vendado y frío,Vendado y frío,Comedy,5.1,25.0
tt0223154,91229,Dogra Magra,Dogra Magra,"Horror, Mystery, Sci-Fi",6.6,849.0
tt0225450,196655,In the Bogie Man's Cave,In the Bogie Man's Cave,,5.4,251.0
tt0226378,213215,The Returning,The Returning,"Horror, Mystery",3.9,98.0
tt0226657,1310257,Yatsuhaka-mura,Village of Eight Gravestones,"Crime, Drama",,
tt0227533,953714,The Specialist,The Specialist,,,
tt0228340,235348,100 Years of Torture: The History,Torture Chronicles: 100 Years,Drama,5.6,43.0
tt0228367,170592,Vampire Bride,Vampire Bride,Horror,5.7,29.0
tt0228983,439458,Kazuo Umezu's Terror Zone: Horror!,Umezu Kazuo terror,\N,,
tt0229034,338053,Weekend of Fear,Weekend of Fear,Horror,4.2,33.0
tt0229554,386021,Kiss to Moonlight,Kiss to Moonlight,"Horror, Romance",4.8,18.0
tt0229995,709468,Another XX: Red Murderer,Another XX: Akai satsujinsha,"Horror, Thriller",4.8,20.0
tt0230115,1216740,The Dunce Bumps into a Ghost,The Dunce Bumps Into a Ghost,"Comedy, Musical, Thriller",,
tt0230368,642846,Jigokudo Spiritual Press,Jigoku-do reikai tsushin,\N,,
tt0232908,72244,Voodoo Academy,Voodoo Academy,,3.4,776.0
tt0232956,213803,The Witching,The Witching,"Comedy, Horror",3.2,172.0
tt0235555,131892,Lucifer,Lucifer,Horror,3.3,293.0
tt0235712,9674,Ring 0,Ring 0: Birthday,"Horror, Mystery, Thriller",5.9,10701.0
tt0236638,11303,Deep in the Woods,Deep in the Woods,"Horror, Thriller",4.1,2972.0
tt0238276,194150,Home: The Horror Story,Home the Horror Story,"Comedy, Horror",5.6,70.0
tt0240464,436617,Dracula's Death,Dracula's Death,"Horror, Thriller",6.9,153.0
tt0241841,270548,Why Get Married the Day the World Ends?,Why Get Married the Day the World Ends?,Drama,6.3,42.0
tt0243296,738129,Hanabari,Hanabari,Drama,7.8,38.0
tt0243958,334787,Legacy of the Crying Woman,La herencia de la Llorona,"Crime, Drama, Horror",5.5,44.0
tt0244653,35984,Medley - Brandelli di scuola,Medley - Brandelli di scuola,"Comedy, Horror",4.2,143.0
tt0244734,475758,The Professor,The Professor,"Horror, Sci-Fi",3.0,19.0
tt0246124,515684,Oliver Twisted,Oliver Twisted,Horror,4.4,139.0
tt0246611,79826,Faces Of Gore 2,Faces of Gore 2,"Documentary, Horror",3.3,153.0
tt0247716,964847,The Spiral Staircase,The Spiral Staircase,Thriller,7.6,52.0
tt0249050,213213,Natas: The Reflection,Natas: The Reflection,Thriller,3.3,80.0
tt0249209,90982,Twisted Issues,Twisted Issues,,5.7,150.0
tt0249518,322493,Force of Darkness,Force of Darkness,"Horror, Thriller",4.8,78.0
tt0250469,27711,Killjoy,Killjoy,,2.7,2344.0
tt0250990,128862,The Bogus Witch Project,The Bogus Witch Project,Comedy,2.0,1256.0
tt0251353,345083,Primetime Murder,Primetime Murder,Thriller,6.0,43.0
tt0251730,259651,Hollywood Ghost Stories,Hollywood Ghost Stories,Documentary,6.3,97.0
tt0253345,460385,"Nosferatu, or the Icy Waters of Selfish Calculation",Le nosferat ou les eaux glacées de calcul égoiste,"Crime, Thriller",4.9,15.0
tt0255299,443661,Karutha Rathrikal,Karutha Rathrikal,"Crime, Sci-Fi, Thriller",6.6,15.0
tt0256535,323358,Zombie Cult Massacre,Zombie Cult Massacre,"Action, Horror, Thriller",3.7,144.0
tt0257407,226624,The Antwerp Killer,The Antwerp Killer,"Crime, Horror, Mystery",2.5,81.0
tt0258108,116607,The Sadist Has Red Teeth,Le sadique aux dents rouges,"Comedy, Horror",4.1,154.0
tt0259213,579089,Beyond the Lost World: The Alien Conspiracy III,Beyond the Lost World: The Alien Conspiracy III,Sci-Fi,4.0,38.0
tt0260581,1233510,The Yoghi,Der Yoghi,\N,,
tt0261367,126404,The Throne of Hell,El trono del infierno,"Fantasy, Horror",4.9,32.0
tt0262362,418028,Bluebeard's Last Wife,Bluebeard's Last Wife,,7.2,61.0
tt0262366,962166,Devil Crows,Devil Crows,"Drama, Horror",6.2,10.0
tt0264511,479326,Damsel in Distress 2,Damsel in Distress 2,,,
tt0264555,344302,Two Ghosts and a Girl,Dos fantasmas y una muchacha,"Comedy, Fantasy, Mystery",7.4,97.0
tt0265105,28933,The Brotherhood,The Brotherhood,,3.7,1346.0
tt0265496,362807,Paranoid,Paranoid,"Horror, Thriller",2.8,314.0
tt0265763,533008,Slaughtered Socialites,Slaughtered Socialites,,,
tt0265787,73973,The Source,The Source,"Horror, Mystery, Sci-Fi",4.0,818.0
tt0265975,531557,Variedades de medianoche,Variedades de medianoche,"Comedy, Fantasy, Musical",6.7,21.0
tt0267116,16231,Wild Zero,Wild Zero,"Comedy, Horror, Music",6.3,4102.0
tt0269338,105846,Hot Love,Hot Love,,5.5,280.0
tt0270847,36445,Back Woods,Back Woods,,2.8,207.0
tt0271040,663723,Lisa,Lisa,"Drama, Horror, Musical",6.5,39.0
tt0271550,488513,House of Evil,House of Evil,Horror,6.2,24.0
tt0272191,602711,The Medium,The Medium,,,
tt0272890,1266895,Three's Company,Three's Company,"Drama, Horror",5.9,19.0
tt0274193,258492,Vera,Vera,"Drama, Mystery",6.0,132.0
tt0275039,44184,Venomous,Venomous,,4.0,1360.0
tt0275501,817282,The Mark of Satan,The Mark of Satan,,6.0,584.0
tt0275773,5842,Versus,Versus,"Action, Drama, Fantasy",6.3,14202.0
tt0277053,106472,Banana Spirit,Banana Spirit,"Action, Comedy, Drama",5.9,77.0
tt0277605,24916,Bio Zombie,Bio-Zombie,"Comedy, Horror, Sci-Fi",6.4,2934.0
tt0279054,140689,Dumpster Baby,Dumpster Baby,,2.9,327.0
tt0280052,368413,Ghost Town,Ghost Town,"Drama, Horror, Mystery",5.8,65.0
