tconst,title,average_rating,num_votes
tt4125936,The Boogeys,6.5,62
tt4126358,Monster Madness: The Golden Age of the Horror Film,6.7,128
tt4136268,Dilim,4.2,67
tt4136518,Death's Door,2.6,239
tt4140924,Bleakness,6.7,18
tt4144350,Cold Ground,5.0,6853
tt4146350,Deadman Inferno,5.5,217
tt4157468,T'yanak,2.6,46
tt4178118,The Tunnel,4.1,376
tt4183284,Happy Endings Are a Rarity,5.7,37
tt4185488,The Lock In,1.9,111
tt4192552,Stained,2.5,152
tt4204090,Pillywag's Mansion,7.0,40
tt4207094,Ebola Zombies,2.5,180
tt4212008,Black Mass,5.8,13
tt4228850,Bugs,3.4,105
tt4235644,The Empire of Corpses,6.0,1579
tt4249580,Cannibals and Carpet Fitters,5.2,1009
tt4273398,Sudden Reality,6.0,37
tt4287062,Vampire Vignettes,8.4,5
tt4289298,Ghost Theater,4.6,430
tt4291590,Evolution,5.9,8028
tt4303340,I Am Not a Serial Killer,6.2,16987
tt4316846,Sorority Slaughterhouse,3.3,268
tt4319850,S.I.D.S.,6.4,17
tt4323408,Judas,7.8,5
tt4359452,Nasty,6.7,96
tt4374204,And They Watched,5.7,51
tt4376560,XVWE,6.7,8
tt4381656,HADES,6.4,142
tt4382736,Pale Horse,3.9,94
tt4392770,Always Shine,5.6,6065
tt4396534,Moor-Monster!,6.7,22
tt4399952,The Lodgers,5.1,10100
tt4408152,The Graveyard Shift,8.2,19
tt4419596,Sensoria,4.3,634
tt4419744,Dinner with Family with Brett Gelman and Brett Gelman's Family,7.7,92
tt4423778,The Forest of the Lost Souls,5.3,653
tt4445036,The Devil's Show,5.1,17
tt4451550,Tarot,5.5,163
tt4472596,The Hollow,3.6,2266
tt4490220,The Yearly Harvest,4.0,160
tt4493248,Turned,6.4,68
tt4508822,Island of the Blind Dead,6.1,44
tt4519736,Splinter,4.2,113
tt4520312,Münafık,5.0,291
tt4536494,The Blue Hour,5.9,1113
tt4539154,Hotel Camarillo,5.6,34
tt4541752,The Snake Girl,5.4,12
tt4544484,The Grid,6.4,9
tt4546450,Bogieville,3.7,859
tt4562308,Scared to Death,6.8,20
tt4568370,Blind Sun,5.1,1796
tt4586136,Tsunambee,1.8,293
tt4591226,The Last House,2.6,207
tt4602654,Unmatta,7.0,29
tt4603446,Tales of the Bizarre 25th Anniversary Spring Special: Popular Manga Artist Competition,6.3,47
tt4603510,Zombie (UK),4.7,68
tt4630466,Virgin Cheerleaders in Chains,3.7,314
tt4632976,She Came Back,4.8,123
tt4633662,The Charnel House,4.3,1443
tt4638144,Southern Shockers,5.3,15
tt4642386,Jackson Durai,4.9,399
tt4645414,They Call Him One Eye Faggot,6.2,21
tt4649744,Obscure,7.0,13
tt4655812,The Convergence of Souls,2.9,11
tt4680662,E.N.D. - The Movie,5.3,58
tt4696502,We Are Not Alone,4.6,1189
tt4701896,The Ballad of Jeffrey,5.9,33
tt4704830,Horror Rock,4.5,15
tt4738626,CTRL,2.7,235
tt4777164,Night Feeder,4.9,309
tt4788734,Homebound,4.3,1182
tt4796564,Commune,7.1,10
tt4798836,Bad Hair,5.6,4815
tt4799616,Ginger,7.8,28
tt4800532,My BFF,5.8,14
tt4801456,After the Outbreak,3.0,210
tt4805628,The Twilight,7.5,12
tt4806430,Ripper,7.3,248
tt4809590,Marla Mae,3.4,276
tt4820312,Krampus: The Reckoning,2.6,1635
tt4834164,From Your Hell,4.7,17
tt4834300,Terror Tales,3.2,202
tt4839414,No Good Heroes,3.6,341
tt4852332,Transmutation: Deep Water Horizon,7.3,23
tt4887028,Den of Darkness,3.0,237
tt4887842,The Invoking 2,3.3,515
tt4912522,Tampoon,5.4,139
tt4913550,Masterworks of Terror,7.1,99
tt4919714,Fuckkkyouuu,6.2,288
tt4929690,The Ghost Cat of Ouma Crossing,6.8,54
tt4932436,"Girls, Dance with the Dead",2.8,439
tt4954522,Raw,6.9,96352
tt4958712,In the Back,3.8,8
tt4978506,Horror Maniacs: I Want to See Pigblood!,6.4,10
tt5061004,Z-Office,4.5,116
tt5068856,Scary House,4.8,152
tt5068968,Anderson Bench,3.7,174
tt5079126,The Harpies,6.2,43
tt5097004,Chain of Flesh,5.7,6
tt5106120,Movie Madness,5.3,67
tt5111550,Noctem,4.3,344
tt5113986,Rorschach,5.6,947
tt5129156,Harvest Lake,4.1,1138
tt5135486,Asphyxia,6.7,48
tt5140878,Annabelle: Creation,6.5,169600
tt5143226,12 Feet Deep,5.2,18206
tt5143270,Panteon Woods,3.2,84
tt5146548,Demonic Scandal,7.0,30
tt5164480,The Downfall of Mr. Difford,8.4,13
tt5181852,Slumber,4.7,5341
tt5183500,The Terror of Hallow's Eve,5.1,1318
tt5184138,Blackstock Boneyard,3.1,166
tt5199272,Club Penguin Halloween Panic!,7.0,26
tt5208584,Lullaby,8.2,15
tt5232468,Ouijageist,2.7,148
tt5241508,Killer Waves,4.0,101
tt5245584,Deviant Behavior,3.5,98
tt5258550,Deadlocked,4.2,1359
tt5265284,Gassal,3.0,77
tt5265960,The Untamed,6.1,7655
tt5283288,Scarecrows,4.2,1077
tt5291770,Do You See What I See?,6.0,76
tt5307698,Bigfoot vs. Zombies,2.3,437
tt5312630,Amethyst,3.2,68
tt5325602,Pratibimb,7.1,16
tt5343026,The Devil Frame,4.1,19
tt5344752,Angel Whispers,4.6,147
tt5348912,A Phantom of the Opera,3.3,41
tt5356740,Azem 2: Cin Garezi,3.3,144
tt5363736,Capture Kill Release,5.3,1063
tt5373900,Mortal Nightmare,7.1,47
tt5435114,Tales of Death,7.2,24
tt5442590,The Resurrectionist,6.7,7
tt5448998,Amityville: No Escape,2.7,402
tt5452460,Night Stalker,5.9,44
tt5473668,Givertaker,6.0,152
tt5483940,The Dark Mile,4.1,140
tt5489164,The Night of Medusa,4.0,44
tt5489276,Conscious,3.5,34
tt5494804,The Night Circus,6.8,21
tt5500308,Daughter,4.4,125
tt5517308,Non Nuotate In Quel Fiume,4.5,29
tt5524508,The Babysitter,7.4,15
tt5527892,Lurking Evil,4.1,30
tt5540058,Succubus,6.1,29
tt5554204,Escape from Marwin,4.1,118
tt5559338,Bleeding Mountain,4.7,29
tt5585662,The Domicile,2.5,147
tt5591666,The Domestics,5.7,12372
tt5627260,Mai-chan's Daily Life,4.6,566
tt5661984,Deadly Tales II,6.2,17
tt5664082,Dracula: The Legend Lives,6.2,8
tt5665022,Charismata,4.5,719
tt5672808,The Cleaning Lady,6.0,23
tt5679554,Coffin 2,3.2,3635
tt5696066,6:45,3.9,1098
tt5713798,Radha,7.6,5
tt5723584,The Birch,6.8,1271
tt5725894,Ghosthunters,3.2,854
tt5734576,The Possession of Hannah Grace,5.2,29391
tt5740994,The Moose Head Over the Mantel,4.7,95
tt5764094,Gene,4.9,8
tt5775132,Dislike,2.0,576
tt5779968,Vision of the Dark Tower,6.1,21
tt5801522,Into the Outbreak,2.1,167
tt5805166,Change,6.0,12
tt5806798,"Prey, in Cold Blood",3.3,162
tt5834854,Mary,4.5,5601
tt5846888,Damned Memory,6.7,38
tt5859042,Wettlaufers Widow,7.2,18
tt5867300,The Incredible Metamorphosis of Juan Perez,6.4,9
tt5881272,The Grindhouse Massacre,3.2,22
tt5886858,Afraid of the Night,9.3,49
tt5899256,Ski Wolf,4.7,68
tt5916322,The Dweller,6.7,27
tt5947974,Bride Zombie,4.8,30
tt5961452,Maya 3D,6.5,390
tt5985720,Nenjam Marappathillai,6.0,2155
tt5995730,Mr Topps,7.3,13
tt6001856,Bayam Oru Payanam,5.4,32
tt6008602,Nurse Jill,5.1,27
tt6018556,Rakkhosh,4.7,217
tt6047658,"Matilda's Bridge, a Duppy Story",7.1,16
tt6051146,The Hard: Bounty Hunter,5.8,42
tt6059268,The Forces of Horror Anthology: Volume I,4.9,52
tt6066590,Flakka Zombie Drug,2.9,89
tt6079304,Amish Witches: The True Story of Holmes County,4.4,544
tt6080382,Rage of the Mummy,4.1,95
tt6092826,Soviet Zombie Attack,5.4,76
tt6094510,Cla'am,6.8,38
tt6098734,Cannibal Corpse Killers,3.3,154
tt6136778,Double Date,5.9,2960
tt6164014,Circus Kane,4.4,1386
tt6182486,He Sees You,5.8,7
tt6183334,Inside: A Chinese Horror Story,4.7,61
tt6195094,Ghostland,6.4,46663
tt6211638,The Conduit,7.7,11
tt6241046,The Prophets of Ignorance,5.6,13
tt6247650,Agony,3.6,182
tt6250792,The Ghost Beyond,3.1,324
tt6251024,Office Uprising,5.6,18431
tt6280064,Psychedelic Psychopaths,3.3,48
tt6322522,DeadThirsty,2.6,212
tt6324760,The Terrible Old Man,4.9,27
tt6325400,The Making of 'The Thing',6.7,34
tt6338006,The Shoes,5.9,11
tt6342062,Anne,2.5,960
tt6364068,Christmas Nightmare 3: The Horror Rises from the Grave,6.6,7
tt6383408,The Butchers of Daley Ranch,6.1,9
tt6384694,POE 4: The Black Cat,4.6,59
tt6426532,Camp Corpses,3.5,10
tt6440774,Unterwelt - The World Beyond,6.9,34
tt6446702,İblisin Oğlu: 13. Vahşet,3.0,55
tt6447822,Ezan,3.1,73
tt6448388,Kidan Piece of Darkness,6.0,242
tt6449382,Oh My Ghost 4,5.1,65
tt6449892,Big Fortune Hotel,4.4,19
tt6493848,The Honeymoon,4.8,6
tt6495996,Brutality,3.3,97
tt6502212,The Grim Adventures of Billy & Mandy: Meet the Reaper,7.6,213
tt6519668,Bee Sting 2: Bear Sting,6.5,39
tt6524704,Here Be Dragons,4.0,326
tt6607258,Texas Zombie Wars: El Paso Outpost,4.4,58
tt6609322,Ivy,9.4,9
tt6673830,Beyond the Valley of Belief,5.9,9
tt6679058,Mahalle,5.3,398
tt6697050,The Last Coffin,3.3,9
tt6710932,The Whisperer,5.3,60
tt6714558,Coven of Evil,3.0,266
tt6738136,Revenge,6.4,64948
tt6745192,Cool As Hell 2,5.7,32
tt6747818,Room for Rent,5.3,4559
tt6749412,Beyond,6.1,27
tt6791238,Totem,4.5,2625
tt6808216,The Missing 6,2.4,42
tt6810618,The Deep Web: Murdershow,4.2,599
tt6852534,Funhouse,5.2,8961
tt6864032,Creaker,6.4,70
tt6895284,Itsy Bitsy,4.6,5808
tt6925126,Skickelsen,8.2,25
tt6968652,Illicit Desires,3.7,391
tt6977358,Die! Sitter! Die! : Rupert,6.5,94
tt6984258,The Amityville Murders,4.7,2596
tt6990734,Rakka,7.2,9681
tt6992258,Home Stay,3.2,160
tt6997672,The Quacky Slasher,5.9,26
tt7008470,Happy Birth Death,4.9,23
tt7008774,Bridge In Clouds,3.3,10
tt7035992,Ravenwolf Towers,4.6,84
tt7044076,The Cleaning Lady,5.5,4807
tt7052108,Flesh Blanket,2.6,177
tt7118702,Lowriders vs Zombies from Space,4.9,78
tt7126746,Truth or Dare,5.0,5819
tt7128030,Presenten från morfar,8.5,7
tt7130192,The Demonologist,3.3,2348
tt7131814,Spooky Club,7.9,20
tt7154870,Clown Motel Massacre,4.2,24
tt7158686,You Shall Not Sleep,5.1,1489
tt7165018,Bargain,4.7,32
tt7171224,The Next Kill,5.6,84
tt7181478,Legend of Demoniac,3.9,21
tt7230318,Baby Nymph,6.2,51
tt7232438,The Promise,5.9,1404
tt7236492,The Smiling Man,6.6,25
tt7240478,The Necromancer,4.4,2037
tt7254900,Zombie Girl In My Backyard,7.3,9
tt7266552,Peek a Boo,7.3,24
tt7272948,#FollowMe,3.6,727
tt7276788,They Make You Grow a Beard,5.2,17
tt7277650,The Devil Made Me Do It,5.9,19
tt7278120,Nun's Deadly Confession,4.0,100
tt7289838,Demon with the Atomic Brain,5.0,87
tt7308602,The Corruption of Divine Providence,4.0,183
tt7315484,The Silence,5.4,55797
tt7318888,So She Might Live,5.7,19
tt7319464,Cemetery Stories,4.1,65
tt7331218,Pay to Play,5.6,9
tt7340684,The Final Exit,6.9,62
tt7349910,Nightmare Cinema,5.5,5606
tt7349950,It Chapter Two,6.5,353780
tt7383680,Fatal Premonitions,5.4,22
tt7385414,Close Your Eyes,5.9,30
tt7395234,Where Is It,6.6,29
tt7449376,One Remains,3.3,359
tt7464188,In Fabric,6.1,15563
tt7471924,Antithese,5.6,15
tt7476416,Dark Web,3.7,492
tt7488588,The Confession,6.0,131
tt7494166,Geri Döndü,2.7,31
tt7516368,Three,7.4,22
tt7520196,Amalia,6.1,42
tt7521308,My Dear Lisa,4.8,47
tt7543784,All the Gods in the Sky,6.1,1155
tt7560830,Don't Fuck in the Woods 2,3.8,717
tt7582830,The Ghost Bride,5.3,215
tt7601620,H.P. Lovecraft: The Shadow Out of Time,5.7,28
tt7635036,Blood Immortal,4.2,297
tt7642748,Don't Stare,4.4,88
tt7645102,Burial Ground Massacre,2.9,1812
tt7659376,Evil Online,5.0,15
tt7661648,11th Hour Cleaning,3.5,463
tt7661992,Blood Orange,7.2,28
tt7666954,Safe,7.2,24
tt7687250,Remember Redfield,4.8,12
tt7689052,Daphne & Velma,4.2,2591
tt7712376,Slaughterhouse: House of Whores 2.5,4.7,18
tt7725478,Freelancer,7.3,34
tt7742096,Say,2.2,33
tt7744254,Boogeyman II: Redux,1.5,37
tt7752100,Digging to Death,4.4,748
tt7754540,Odavum Mudiyadhu Oliyavum Mudiyadhu,3.3,2373
tt7763324,Amazing Stories,7.0,1241
tt7765202,Puppets,6.5,7
tt7791106,Shob Bhooturey,5.3,260
tt7804668,Doris,7.9,17
tt7820536,Nightmare: Return to Elm Street,5.9,193
tt7845314,On a Christmas Night,4.9,8
tt7847062,She Walks the Woods,4.1,560
tt7851804,Hippopotamus,5.1,74
tt7873304,The Dogs,4.6,628
tt7884368,Destroy All Neighbors,5.3,2344
tt7890408,The Cannibal Club,5.6,1195
tt7928156,The House Invictus,4.2,152
tt7937990,Voodoo Apocalypse,4.8,202
tt7948990,Troubled Youth,6.3,57
tt7962844,666: Cin Musallatı,4.1,99
tt7962932,I'll Take Your Dead,5.6,5333
tt7977738,Paranoia Tapes 8: DVD+,3.1,24
tt7979310,Kapıdaki Sır,6.1,41
tt7994420,465,3.1,24
tt8002704,Ecdysis,4.8,10
tt8032488,An Ultraviolent Colour,4.6,16
tt8032638,Skintight,4.9,56
tt8036976,Send Help,6.8,74452
tt8045586,Camp Hideaway Massacre,4.5,64
tt8084498,Sebastian,7.4,53
tt8093340,Haunted Routes: Evil East Coast Highway,3.9,30
tt8128970,7:02 Only the Righteous,3.5,70
tt8146862,A-Symmetry,6.6,39
tt8180546,The Last Heroes,4.5,320
tt8180566,Masacre en el bosque,6.7,11
tt8232634,Zombiercalypse,7.1,12
tt8236588,Echoes of Fear,5.1,939
tt8244842,Stories of the Subconscious Mind,7.0,36
tt8259054,The Doll,5.3,44
tt8278572,If She Screams,3.2,200
tt8278634,Blackout,4.5,21
tt8286194,Don't Come Back Alive,3.7,637
tt8313738,Circle of Bones,4.7,100
tt8324462,Cucuy: The Boogeyman,4.6,1203
tt8329746,All You Can Carry,6.1,56
tt8332142,Odyssey of the Dead,3.7,87
tt8342598,Wake,3.4,44
tt8360134,And the Baby Screamed,5.0,52
tt8360902,6-Headed Shark Attack,2.8,1845
tt8372638,The Yellow Wallpaper,4.4,405
tt8385042,Suicide by Sunlight,5.9,201
tt8406660,Inmate Zero,4.3,3554
tt8428550,Canvas,5.3,1141
tt8433210,A Dark Foe,4.0,11832
tt8439934,The Ascent,3.9,2692
tt8442528,Trap Universe,6.6,49
tt8444480,Pagan Warrior,3.0,215
tt8467020,Teratomorph,7.0,61
tt8485548,Clownado,3.3,3078
tt8492848,Three Mirrors Creature's Flashes of Flesh,7.6,877
tt8508734,His House,6.4,54586
tt8510196,The Dead of Night,3.8,444
tt8512320,Target,4.1,680
tt8512372,Jailangkung 2,4.3,203
tt8537066,The House of Pop 2,3.9,21
tt8544910,Daughter of Dismay,6.7,38
tt8549254,Bundy and the Green River Killer,3.4,1466
tt8549952,The House of Pop 3,4.2,21
tt8551860,The Helping Hand,7.0,30
tt8584048,Who Was Phone?,4.3,102
tt8585940,The Utah Cabin Murders,2.7,1515
tt8587122,Secrets in the Hot Spring,6.1,1087
tt8596274,Bloody Love,3.6,10
tt8598776,The Artifact,2.7,19
tt8613532,Ghost Turd,7.6,16
tt8620186,Visit to the Grave,6.0,27
tt8656642,Interment,2.8,43
tt8717296,Incident at Montauk,3.1,333
tt8724282,The Noise of the Light,8.0,24
tt8733898,U Turn,6.9,4716
tt8740780,Skyman,5.1,373
tt8757960,Hantu Kak Limah,5.7,787
tt8772330,The Maker of Monsters,4.1,16
tt8791350,The Day Lacey Called,3.6,54
tt8804588,Gryphon Animo,7.0,5
tt8840096,Christabel,5.9,61
tt8867090,The Blue Door,6.8,343
tt8890230,Live,3.6,216
tt8894126,Zombie Rampage 2,4.7,35
tt8902462,Fever,9.1,19
tt8928500,Ashes,3.8,378
tt8964540,Stream,5.8,10694
tt8974586,Nevrland,5.4,963
tt8985390,Sweet Taste of Souls,3.4,153
tt8987358,Harvest of Horrors,4.5,40
tt8990514,Diddie Wa Diddie,5.6,16
tt8996530,The Dreamer,7.6,7
tt8997134,After She Wakes,3.8,3539
tt9005542,No Such Thing as Monsters,4.0,655
tt9014118,Clark Ashton Smith: The Emperor of Dreams,7.8,41
tt9044298,Subferatu,3.6,136
tt9057956,The Woods,5.2,38
tt9074210,Planet of Amoebas,4.4,17
tt9077876,13 Fanboy,3.9,1506
tt9090140,LANDEaD,7.7,13
tt9122538,Costacurta (A Tale of Satankrajina),8.4,25
tt9145136,Carved,5.6,365
tt9173098,Ricky Today,6.5,35
tt9175246,Şeytan Oyunu,2.2,138
tt9179260,Tokyo Ghoul 'S',5.4,725
tt9184760,In Search of Fear,4.9,49
tt9204328,Dark Harvest,5.5,10410
tt9215370,The Revealing Heart,6.7,16
tt9233860,Conjuring Curse,2.7,106
tt9272198,Lake of Death,4.4,1292
tt9272568,Dead Driver,3.6,1028
tt9277784,Trick,6.6,98
tt9282764,The Only Thing I Love More Than You Is Ranch Dressing,5.3,31
tt9283056,The Tag-Along: Devil Fish,5.2,572
tt9292726,The Party,6.1,21
tt9299826,Iblis,8.4,12
tt9301428,Deathcember,4.6,1096
tt9330502,It Wants Blood!,5.3,123
tt9357288,Doll House,2.1,439
tt9365800,Slayers,3.3,2586
tt9369332,Halloween Horror Tales,2.0,248
tt9372808,Silam,4.7,148
tt9412088,Todd,3.1,291
tt9419834,Secret Obsession,4.5,26719
tt9426222,Water Horse,7.1,36
tt9442842,In Search of Darkness,8.0,4324
tt9485672,Who's There?,8.7,26
tt9530046,New Tale: The Demon of Elm Street,5.8,63
tt9530586,Cult of Nightmares,4.6,96
tt9562580,3 Days,5.5,34
tt9585860,Finley,7.2,524
tt9602472,Sissy,6.1,9678
tt9615192,Wither,6.9,36
tt9636302,Snow Blinded,5.8,25
tt9658288,Bone Cold,4.5,1307
tt9733886,They're Outside,4.5,282
tt9802498,Senza tenere premuto,7.0,13
tt9806370,The Owners,5.0,10730
tt9811528,Lukisan Ratu Kidul,6.3,35
tt9820584,Snake Eyes: An ASMR Nightmare Experience,5.8,32
tt9844522,Escape Room: Tournament of Champions,5.8,68319
tt9893498,Winter's Blood,7.0,57
tt9898844,The Hunting,3.1,583
tt0000309,How It Feels to Be Run Over,6.0,1090
tt0003869,The Dream Woman,4.8,32
tt0003876,The Egyptian Mummy,5.9,114
tt0008854,The Eyes of the Mummy,5.4,807
tt0010854,Wahnsinn,6.5,17
tt0011318,Der Hund von Baskerville - 6. Teil: Das Haus ohne Fenster,4.3,42
tt0013571,Salomé,6.6,1369
tt0016123,The Monster,6.2,1560
tt0016629,The Bat,6.5,1057
tt0017048,A Page of Madness,7.3,5376
tt0022663,Behind the Mask,5.9,519
tt0023257,Mystery Ranch,7.3,90
tt0024382,Night of Terror,5.5,1011
tt0025566,The 9th Guest,6.7,844
tt0026685,Mark of the Vampire,6.3,6096
tt0026832,Ouanga,4.6,168
tt0027194,Werewolf of London,6.3,7362
tt0029404,The Queen of Spades,6.5,49
tt0033397,The Black Cat,6.1,2422
tt0033787,King of the Zombies,5.2,2790
tt0034283,Third Dimensional Murder,5.3,187
tt0034681,Dr. Renault's Secret,6.1,611
tt0035007,The Mad Doctor of Market Street,5.3,677
tt0036187,The Mysterious Doctor,5.7,725
tt0037441,Voodoo Man,5.2,1365
tt0037820,Isle of the Dead,6.4,5792
tt0037837,The Jungle Captive,5.1,525
tt0038338,The Beast with Five Fingers,6.5,3386
tt0038442,The Curse of the Wraydons,4.6,189
tt0038445,The Lady of Death,6.0,57
tt0038976,Spook Busters,5.9,591
tt0043778,The Man from Planet X,5.7,3491
tt0044406,Bela Lugosi Meets a Brooklyn Gorilla,3.6,2794
tt0045888,House of Wax,7.0,22491
tt0047898,Bride of the Monster,4.2,8172
tt0047964,Cross-Roads,6.3,167
tt0049128,Day the World Ended,5.4,2979
tt0049516,The Mole People,5.1,4280
tt0049616,Pharaoh's Curse,4.7,996
tt0049900,Warning from Space,4.8,1455
tt0050147,Attack of the Crab Monsters,4.9,4428
tt0050516,The New Invisible Man,5.3,129
tt0050781,The Hunchback of Notre Dame,6.6,3514
tt0051205,Womaneater,4.6,753
tt0051993,Night of the Blood Beast,3.6,2646
tt0052379,War of the Satellites,5.1,1434
tt0052667,"Caltiki, the Immortal Monster",5.9,1853
tt0052905,The Hound of the Baskervilles,6.9,14106
tt0052929,Invisible Invaders,5.0,2137
tt0053095,The Head,5.3,912
tt0053348,Experiment in Evil,6.5,1421
tt0053717,Circus of Horrors,6.0,2805
tt0054807,The Devil's Messenger,4.7,570
tt0054922,Ghost That Was Not,8.1,95
tt0055153,Mother Joan of the Angels,7.5,4813
tt0055409,Santo vs. the Zombies,5.3,273
tt0055410,Santo in the Hotel of Death,5.7,90
tt0055493,Switchin' Kitten,5.2,564
tt0055650,Bring Me the Vampire,3.8,99
tt0056040,The Awful Dr. Orlof,6.1,1965
tt0056201,Doctor of Doom,4.9,432
tt0056661,Lady in White,5.7,252
tt0057401,Paranoiac,6.7,3759
tt0057443,The Girl Who Knew Too Much,6.9,6320
tt0057471,Santo in the Wax Museum,5.7,404
tt0057862,Attack of the Mayan Mummy,2.0,211
tt0058171,The Diabolical Axe,5.5,160
tt0058205,Honeymoon of Horror,3.5,110
tt0058427,Olga's Girls,5.1,380
tt0058622,The Strangler,6.6,1439
tt0058700,The Last Man on Earth,6.7,23749
tt0058955,The Beast That Killed Women,3.2,580
tt0059464,Monster a Go-Go!,1.8,10232
tt0059635,Rasputin: The Mad Monk,6.2,3782
tt0059792,Planet of the Vampires,6.2,8144
tt0060174,Blood Bath,5.1,1281
tt0060265,The Chinese Room,4.8,42
tt0060794,"Kill, Baby... Kill!",6.9,8582
tt0061059,The Embryo Hunts in Secret,6.8,984
tt0061402,The Big Shave,7.0,10037
tt0062433,The Curious Dr. Humpp,4.8,782
tt0062438,Shadow of Death,5.4,321
tt0062960,Fear Chamber,3.5,557
tt0063145,It's Alive,2.7,1099
tt0063285,Witchfinder General,6.7,13754
tt0064255,Dracula (The Dirty Old Man),3.5,444
tt0064677,Mnasidika,4.2,141
tt0064837,Prague Nights,6.8,246
tt0064914,S.O.S Invasion,5.4,57
tt0065470,Bigfoot,2.7,1071
tt0065693,In the Folds of the Flesh,5.4,1005
tt0065852,Horror of the Blood Monsters,3.1,1203
tt0065856,House of Dark Shadows,6.3,3765
tt0066143,Night of the Bloody Transplant,2.9,95
tt0066242,Presage,5.2,24
tt0066412,The Strange Vice of Mrs Wardh,6.9,6283
tt0066740,The Abominable Dr. Phibes,7.0,18045
tt0066846,Blood Shack,2.9,719
tt0066847,Blood Thirst,4.5,529
tt0067095,Two Males for Alexa,5.9,363
tt0067121,Frustration,5.1,304
tt0067386,Malpertuis,6.6,1919
tt0067417,Exorcism's Daughter,4.7,173
tt0067461,Resentment of Daughter-in-Law,4.4,10
tt0067473,Nightshade,5.8,79
tt0067526,Cross Current,5.2,162
tt0067601,The Possession of Joel Delaney,5.8,1515
tt0067822,The Ballad of Tam Lin,5.7,867
tt0068206,Amuck!,6.2,1746
tt0068290,Blood from the Mummy's Tomb,5.6,4491
tt0068438,Curse of the Headless Horseman,2.1,514
tt0068481,The Devil's Daughter,5.8,700
tt0069019,Don't Torture a Duckling,7.0,12607
tt0069253,The Crimes of the Black Cat,6.1,1194
tt0069255,Sexy Cat,5.2,178
tt0069421,Your Vice Is a Locked Room and Only I Have the Key,6.6,5327
tt0069427,Twins of Evil,6.6,7496
tt0069549,Angels and Cherubs,6.2,90
tt0069855,The Cat Creature,5.7,662
tt0070003,Dracula,6.2,3328
tt0070047,The Exorcist,8.1,497944
tt0070116,Successive Slidings of Pleasure,6.1,1578
tt0070251,The Deadly Triangle,6.3,69
tt0070300,Lemora: A Child's Tale of the Supernatural,6.1,2799
tt0070367,Maneater,5.7,84
tt0070556,Poor Pretty Eddie,5.5,1016
tt0070834,Trip with the Teacher,4.6,1765
tt0071233,Blood for Dracula,6.1,7539
tt0071341,School of Death,5.2,221
tt0071391,Dark Places,5.8,1523
tt0071508,Flesh for Frankenstein,5.8,7774
tt0071629,The House on Skull Mountain,4.7,899
tt0071666,Invasion from Inner Earth,2.7,793
tt0072239,Symptoms,6.4,2020
tt0072349,Puzzle,6.3,1427
tt0073017,Barbed Wire Dolls,4.4,1748
tt0073327,Autopsy,5.8,2284
tt0073338,Night of the Howling Beast,5.3,1051
tt0073696,The Killer Snakes,6.1,403
tt0073705,Shivers,6.3,26113
tt0073747,The Stepford Wives,6.9,21636
tt0073773,The Swinging Barmaids,5.3,347
tt0074287,The House with Laughing Windows,7.0,6998
tt0074401,Rape,3.9,129
tt0074496,The Spiritualist,3.4,32
tt0074499,The Strange Hostel of Naked Pleasures,4.7,412
tt0074540,The Food of the Gods,4.7,5338
tt0074569,Gestapo's Last Orgy,4.4,1801
tt0074621,Helter Skelter,7.4,4078
tt0074829,Werewolf Woman,5.0,1589
tt0075682,Lost Soul,6.9,1555
tt0075922,The House by the Lake,6.0,1588
tt0075999,Satan's Blood,5.9,1472
tt0076099,Black Journal,6.3,594
tt0076164,The Mighty Peking Man,5.4,2372
tt0076295,The Fun House,5.0,2524
tt0076644,Ruby,4.6,1337
tt0076645,Call of the Blonde Goddess,4.4,913
tt0077610,The Ghost of Flight 401,5.8,768
tt0078067,Patrick,6.2,4509
tt0078330,Stranger in Our House,5.5,3600
tt0078344,Sister Emanuelle,5.1,963
tt0079030,The Day It Came to Earth,3.6,316
tt0080079,Vampire,6.2,522
tt0080080,Vampire Hookers,3.9,1232
tt0080402,The Awakening,4.9,3259
tt0080749,The Fog,6.8,91487
tt0080850,He Knows You're Alone,5.1,4613
tt0082118,The Burning,6.2,24929
tt0082307,The Beyond,6.5,27848
tt0082328,Embodiment of Evil,5.9,1934
tt0082410,Frankenstein Island,2.0,1422
tt0082498,Happy Birthday to Me,6.0,12444
tt0082818,Nightmare,5.6,4939
tt0082821,No Place to Hide,6.2,423
tt0083155,Exorcism,4.7,1006
tt0083183,The Territory,6.2,315
tt0083192,This House Possessed,5.4,538
tt0083660,Blood Song,4.8,693
tt0083868,Early Frost,5.1,134
tt0084472,Parasite,4.1,3424
tt0085224,The Being,4.4,2279
tt0085325,The Accident,5.7,26
tt0085407,The Dead Zone,7.2,84456
tt0085434,The Devonsville Terror,5.0,1595
tt0086176,Rats: Night of Terror,4.7,3698
tt0086478,Trial by Terror,5.5,54
tt0087290,Frankenstein's Great Aunt Tillie,2.4,168
tt0087479,The Astral Factor,3.7,948
tt0088066,Scream for Help,5.8,1511
tt0088752,Attack of the Beast Creatures,4.3,860
tt0088912,Chiller,4.5,1880
tt0089294,Lifeline Express,6.1,35
tt0090086,The Strange Case of Dr. Jekyll and Mr. Hyde,6.2,98
tt0090271,Wolf's Hole,6.3,966
tt0091441,Abracadabra,5.6,76
tt0091829,Rawhead Rex,5.2,7335
